TID,Date,Service 1,Service 2,Service 3,Service 4,TotalPrice
12565,23/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,208000
12566,10/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,234000
12567,05/06/2024,Car Wash,Polishing,Tire Replacement,,392000
12568,26/11/2024,Car Wash,Tire Shine,,,229000
12569,08/11/2024,Deodorizing,Waxing,Car Wash,,110000
12570,12/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,87000
12571,01/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,185000
12572,19/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,263000
12573,05/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,333000
12574,18/05/2024,Car Wash,Underbody Wash,,,540000
12575,22/07/2024,Deodorizing,Waxing,Car Wash,,1004000
12576,24/08/2024,Waxing,Polishing,Car Wash,,215000
12577,19/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,515000
12578,22/06/2024,Car Wash,Polishing,Tire Replacement,,121000
12579,20/10/2024,Waxing,Polishing,Car Wash,,114000
12580,26/01/2025,Waxing,Polishing,Car Wash,,275000
12581,14/12/2024,Car Wash,Tire Shine,,,67000
12582,31/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,324000
12583,25/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,644000
12584,16/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,619000
12585,09/10/2024,Deodorizing,Waxing,Car Wash,,59000
12586,26/12/2024,Car Wash,Underbody Wash,,,727000
12587,25/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,347000
12588,14/06/2024,Car Wash,Tire Shine,,,927000
12589,05/05/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,706000
12590,17/03/2025,Car Wash,Polishing,Tire Replacement,,290000
12591,15/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,669000
12592,30/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,501000
12593,05/08/2024,Car Wash,Polishing,Tire Replacement,,137000
12594,14/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,334000
12595,23/04/2025,Car Wash,Polishing,Tire Replacement,,66000
12596,17/12/2024,Car Wash,Underbody Wash,,,432000
12597,14/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,512000
12598,01/09/2024,Deodorizing,Waxing,Car Wash,,90000
12599,07/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,243000
12600,02/08/2024,Car Wash,Tire Shine,,,288000
12601,20/12/2024,Waxing,Polishing,Car Wash,,590000
12602,07/04/2025,Car Wash,Polishing,Tire Replacement,,182000
12603,11/06/2024,Car Wash,Polishing,Tire Replacement,,447000
12604,06/08/2024,Car Wash,Polishing,Tire Replacement,,281000
12605,04/11/2024,Car Wash,Tire Shine,,,253000
12606,08/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,208000
12607,26/08/2024,Car Wash,Polishing,Tire Replacement,,610000
12608,02/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,399000
12609,14/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,240000
12610,04/01/2025,Deodorizing,Waxing,Car Wash,,204000
12611,09/01/2025,Car Wash,Tire Shine,,,508000
12612,31/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,673000
12613,10/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,550000
12614,04/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,210000
12615,15/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,767000
12616,30/11/2024,Waxing,Polishing,Car Wash,,611000
12617,01/12/2024,Deodorizing,Waxing,Car Wash,,586000
12618,25/03/2025,Waxing,Polishing,Car Wash,,432000
12619,13/03/2025,Deodorizing,Waxing,Car Wash,,71000
12620,10/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,202000
12621,03/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,80000
12622,26/01/2025,Waxing,Polishing,Car Wash,,388000
12623,01/01/2025,Car Wash,Underbody Wash,,,855000
12624,26/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,744000
12625,11/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,75000
12626,29/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,390000
12627,21/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,164000
12628,03/02/2025,Car Wash,Underbody Wash,,,860000
12629,30/09/2024,Deodorizing,Waxing,Car Wash,,747000
12630,24/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,164000
12631,26/09/2024,Deodorizing,Waxing,Car Wash,,406000
12632,03/11/2024,Deodorizing,Waxing,Car Wash,,120000
12633,18/09/2024,Car Wash,Polishing,Tire Replacement,,323000
12634,15/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,152000
12635,24/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,611000
12636,17/04/2025,Car Wash,Underbody Wash,,,509000
12637,16/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,1088000
12638,04/07/2024,Car Wash,Tire Shine,,,206000
12639,23/03/2025,Deodorizing,Waxing,Car Wash,,486000
12640,06/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,629000
12641,03/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,854000
12642,06/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,409000
12643,24/08/2024,Car Wash,Polishing,Tire Replacement,,155000
12644,25/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,663000
12645,21/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,449000
12646,26/09/2024,Car Wash,Tire Shine,,,295000
12647,27/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,460000
12648,24/06/2024,Deodorizing,Waxing,Car Wash,,537000
12649,29/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,766000
12650,23/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,727000
12651,02/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,360000
12652,17/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,410000
12653,29/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,235000
12654,15/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,410000
12655,23/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,336000
12656,31/07/2024,Deodorizing,Waxing,Car Wash,,241000
12657,18/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,853000
12658,04/06/2024,Waxing,Polishing,Car Wash,,199000
12659,03/12/2024,Car Wash,Tire Shine,,,397000
12660,28/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,414000
12661,16/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,403000
12662,04/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,288000
12663,29/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,158000
12664,13/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,536000
12665,01/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,384000
12666,08/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,417000
12667,04/02/2025,Car Wash,Underbody Wash,,,288000
12668,25/02/2025,Car Wash,Underbody Wash,,,458000
12669,10/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,348000
12670,12/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,856000
12671,27/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,293000
12672,24/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,534000
12673,16/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,824000
12674,30/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,259000
12675,19/01/2025,Car Wash,Underbody Wash,,,456000
12676,28/09/2024,Deodorizing,Waxing,Car Wash,,574000
12677,12/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,585000
12678,22/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,535000
12679,07/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,456000
12680,04/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,356000
12681,15/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,596000
12682,05/12/2024,Car Wash,Polishing,Tire Replacement,,588000
12683,25/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,948000
12684,11/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,140000
12685,20/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,631000
12686,28/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,183000
12687,15/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,480000
12688,25/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,490000
12689,28/02/2025,Car Wash,Underbody Wash,,,417000
12690,27/06/2024,Car Wash,Polishing,Tire Replacement,,638000
12691,14/10/2024,Car Wash,Underbody Wash,,,483000
12692,01/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,356000
12693,16/09/2024,Car Wash,Underbody Wash,,,675000
12694,12/03/2025,Deodorizing,Waxing,Car Wash,,353000
12695,08/08/2024,Waxing,Polishing,Car Wash,,470000
12696,12/11/2024,Car Wash,Underbody Wash,,,452000
12697,06/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,342000
12698,04/06/2024,Car Wash,Polishing,Tire Replacement,,764000
12699,16/05/2024,Waxing,Polishing,Car Wash,,778000
12700,05/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,559000
12701,22/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,106000
12702,30/11/2024,Car Wash,Underbody Wash,,,335000
12703,26/06/2024,Waxing,Polishing,Car Wash,,365000
12704,27/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,317000
12705,19/06/2024,Car Wash,Underbody Wash,,,728000
12706,01/10/2024,Deodorizing,Waxing,Car Wash,,87000
12707,21/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,805000
12708,21/06/2024,Car Wash,Tire Shine,,,390000
12709,03/07/2024,Car Wash,Polishing,Tire Replacement,,517000
12710,23/07/2024,Car Wash,Polishing,Tire Replacement,,698000
12711,02/11/2024,Waxing,Polishing,Car Wash,,375000
12712,10/03/2025,Car Wash,Polishing,Tire Replacement,,233000
12713,09/07/2024,Car Wash,Tire Shine,,,510000
12714,09/01/2025,Deodorizing,Waxing,Car Wash,,537000
12715,20/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,583000
12716,18/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,260000
12717,04/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,407000
12718,29/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,440000
12719,14/11/2024,Car Wash,Polishing,Tire Replacement,,290000
12720,30/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,567000
12721,01/07/2024,Car Wash,Tire Shine,,,290000
12722,07/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,410000
12723,26/02/2025,Car Wash,Polishing,Tire Replacement,,277000
12724,23/03/2025,Car Wash,Tire Shine,,,640000
12725,14/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,245000
12726,31/08/2024,Car Wash,Tire Shine,,,725000
12727,17/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,244000
12728,24/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,946000
12729,17/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,416000
12730,24/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,53000
12731,30/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,591000
12732,06/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,78000
12733,16/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,122000
12734,13/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,206000
12735,09/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,262000
12736,20/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,872000
12737,25/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,373000
12738,13/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,409000
12739,22/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,426000
12740,17/05/2024,Deodorizing,Waxing,Car Wash,,171000
12741,06/05/2024,Car Wash,Underbody Wash,,,98000
12742,18/04/2025,Car Wash,Polishing,Tire Replacement,,514000
12743,27/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,464000
12744,23/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,230000
12745,15/05/2024,Car Wash,Underbody Wash,,,332000
12746,22/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,547000
12747,08/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,708000
12748,14/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,86000
12749,01/07/2024,Deodorizing,Waxing,Car Wash,,457000
12750,07/10/2024,Deodorizing,Waxing,Car Wash,,424000
12751,28/01/2025,Waxing,Polishing,Car Wash,,101000
12752,13/08/2024,Car Wash,Underbody Wash,,,523000
12753,24/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,265000
12754,02/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,539000
12755,01/09/2024,Car Wash,Underbody Wash,,,778000
12756,04/02/2025,Car Wash,Underbody Wash,,,395000
12757,10/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,315000
12758,14/06/2024,Car Wash,Polishing,Tire Replacement,,407000
12759,01/08/2024,Car Wash,Polishing,Tire Replacement,,336000
12760,09/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,287000
12761,29/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,904000
12762,23/03/2025,Car Wash,Tire Shine,,,411000
12763,24/04/2025,Car Wash,Tire Shine,,,562000
12764,06/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,374000
12765,07/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,326000
12766,06/03/2025,Car Wash,Tire Shine,,,553000
12767,08/10/2024,Car Wash,Polishing,Tire Replacement,,551000
12768,25/11/2024,Car Wash,Tire Shine,,,393000
12769,15/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,607000
12770,09/12/2024,Deodorizing,Waxing,Car Wash,,401000
12771,26/08/2024,Car Wash,Underbody Wash,,,492000
12772,23/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,704000
12773,20/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,497000
12774,26/10/2024,Car Wash,Tire Shine,,,791000
12775,12/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,526000
12776,09/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,253000
12777,26/05/2024,Car Wash,Polishing,Tire Replacement,,577000
12778,03/04/2025,Car Wash,Underbody Wash,,,443000
12779,24/10/2024,Car Wash,Tire Shine,,,63000
12780,15/06/2024,Waxing,Polishing,Car Wash,,538000
12781,02/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,554000
12782,01/05/2025,Car Wash,Polishing,Tire Replacement,,700000
12783,28/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,264000
12784,19/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,677000
12785,23/08/2024,Car Wash,Polishing,Tire Replacement,,606000
12786,07/02/2025,Car Wash,Tire Shine,,,292000
12787,01/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,787000
12788,06/05/2024,Waxing,Polishing,Car Wash,,345000
12789,14/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,836000
12790,22/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,133000
12791,04/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,271000
12792,22/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,202000
12793,16/03/2025,Car Wash,Underbody Wash,,,525000
12794,03/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,262000
12795,29/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,510000
12796,15/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,214000
12797,29/04/2025,Deodorizing,Waxing,Car Wash,,169000
12798,22/03/2025,Car Wash,Tire Shine,,,924000
12799,29/12/2024,Car Wash,Tire Shine,,,869000
12800,16/01/2025,Waxing,Polishing,Car Wash,,115000
12801,13/01/2025,Waxing,Polishing,Car Wash,,1002000
12802,07/08/2024,Deodorizing,Waxing,Car Wash,,170000
12803,24/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,618000
12804,25/01/2025,Car Wash,Tire Shine,,,607000
12805,04/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,283000
12806,27/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,174000
12807,10/10/2024,Car Wash,Tire Shine,,,1039000
12808,30/05/2024,Car Wash,Tire Shine,,,67000
12809,21/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,582000
12810,11/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,311000
12811,05/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,93000
12812,09/05/2024,Car Wash,Polishing,Tire Replacement,,114000
12813,23/05/2024,Car Wash,Underbody Wash,,,300000
12814,17/02/2025,Car Wash,Tire Shine,,,174000
12815,07/09/2024,Car Wash,Tire Shine,,,488000
12816,17/07/2024,Car Wash,Underbody Wash,,,174000
12817,09/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,512000
12818,20/10/2024,Car Wash,Tire Shine,,,94000
12819,01/09/2024,Deodorizing,Waxing,Car Wash,,92000
12820,19/10/2024,Deodorizing,Waxing,Car Wash,,408000
12821,21/11/2024,Waxing,Polishing,Car Wash,,396000
12822,18/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,392000
12823,01/11/2024,Deodorizing,Waxing,Car Wash,,526000
12824,05/04/2025,Car Wash,Underbody Wash,,,660000
12825,06/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,559000
12826,27/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,483000
12827,14/09/2024,Car Wash,Polishing,Tire Replacement,,194000
12828,11/12/2024,Waxing,Polishing,Car Wash,,246000
12829,12/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,380000
12830,04/02/2025,Deodorizing,Waxing,Car Wash,,71000
12831,26/08/2024,Car Wash,Polishing,Tire Replacement,,633000
12832,25/07/2024,Waxing,Polishing,Car Wash,,373000
12833,09/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,753000
12834,16/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,301000
12835,14/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,506000
12836,13/09/2024,Car Wash,Polishing,Tire Replacement,,299000
12837,19/11/2024,Car Wash,Underbody Wash,,,504000
12838,03/08/2024,Waxing,Polishing,Car Wash,,570000
12839,22/12/2024,Deodorizing,Waxing,Car Wash,,96000
12840,11/07/2024,Deodorizing,Waxing,Car Wash,,277000
12841,25/09/2024,Car Wash,Polishing,Tire Replacement,,181000
12842,28/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,413000
12843,01/12/2024,Car Wash,Tire Shine,,,215000
12844,25/12/2024,Car Wash,Tire Shine,,,855000
12845,26/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,424000
12846,11/04/2025,Waxing,Polishing,Car Wash,,474000
12847,09/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,555000
12848,21/04/2025,Car Wash,Polishing,Tire Replacement,,111000
12849,31/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,679000
12850,30/06/2024,Car Wash,Underbody Wash,,,337000
12851,16/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,405000
12852,03/12/2024,Car Wash,Underbody Wash,,,716000
12853,03/04/2025,Waxing,Polishing,Car Wash,,326000
12854,14/05/2024,Car Wash,Underbody Wash,,,302000
12855,25/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,378000
12856,22/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,379000
12857,26/09/2024,Car Wash,Polishing,Tire Replacement,,408000
12858,26/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,283000
12859,22/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,234000
12860,22/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,656000
12861,17/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,275000
12862,11/05/2024,Waxing,Polishing,Car Wash,,891000
12863,30/07/2024,Car Wash,Tire Shine,,,489000
12864,17/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,415000
12865,29/08/2024,Car Wash,Underbody Wash,,,134000
12866,15/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,484000
12867,16/05/2024,Car Wash,Tire Shine,,,369000
12868,10/12/2024,Car Wash,Polishing,Tire Replacement,,761000
12869,08/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,195000
12870,28/03/2025,Car Wash,Polishing,Tire Replacement,,80000
12871,01/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,379000
12872,23/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,356000
12873,02/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,218000
12874,09/02/2025,Car Wash,Polishing,Tire Replacement,,541000
12875,21/04/2025,Car Wash,Tire Shine,,,70000
12876,05/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,221000
12877,20/05/2024,Car Wash,Polishing,Tire Replacement,,619000
12878,15/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,287000
12879,29/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,548000
12880,24/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,584000
12881,24/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,440000
12882,03/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,305000
12883,10/05/2024,Car Wash,Underbody Wash,,,583000
12884,06/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,687000
12885,21/07/2024,Waxing,Polishing,Car Wash,,168000
12886,01/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,789000
12887,14/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,367000
12888,07/10/2024,Car Wash,Polishing,Tire Replacement,,572000
12889,30/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,618000
12890,21/03/2025,Deodorizing,Waxing,Car Wash,,155000
12891,21/12/2024,Car Wash,Polishing,Tire Replacement,,575000
